reviewerID,asin,reviewerName,helpful/0,helpful/1,reviewText,overall,summary,unixReviewTime,reviewTime
AMR73MSROO310,0002005395,actravels,0,0,"It is a wonderful story to tell, and I am sure it is loosely written on fact vs. fiction.  But I found it dragged on and on and just lost interest until I finally I had to put it down, unfinished.  I don't do that very often.",3,A climb,1356480000,"12 26, 2012"
A34BDN8FKAIZ1G,0002005395,AnWinEsp,3,6,"The jacket copy intrigued me, and I wasn't disappointed. The author does an excellent job of presenting an inside view of deafness. She also author provides a harrowing close-up view of the horrors of war---namely World War I---and of the great flu epidemic. Nearly all the characters are three-dimensional (though we never do find out why Cora is so hateful to the narrator), and the author avoids cliches. For example, the narrator's siblings and parents are supportive, though human.",4,Absorbing,1062806400,"09 6, 2003"
A37Q1FJHO3F3IT,0002005395,Arianna,2,10,"Deafening is one of the best books I've read in a while, but sometimes it falls into ambiguosity.  The changing verb tenses and constant reminders that the main character is deaf are wonderfully placed to put you in Grania's mindset, but I wouldn't recommend this book to someone who has never read a book from this genre before.",4,Amazingly written but... confusing,1085011200,"05 20, 2004"
A347LQ9EM4XVUU,0002005395,Debra Campbell,0,0,I enjoyed this book very much and certainly recommend it.  It is not a light-hearted read by any stretch.  It is very emotional.  I found the descriptions of the war hard to take at times.  The descriptions of the deaf were very powerful and I learned a lot by reading &#34;Deafening&#34;.,4,Very emotional,1390435200,"01 23, 2014"
A2137L6QD68KVH,0002005395,Japan Reader,3,3,"A beautiful book. So wonderfully written that savoring the words was a joy, never mind the sensitive yet powerful story. Though the topics -- deafness, World War One -- suggest a very grim work, it ends up being a powerful affirmation of life.This book deserves to be much more widely known than it is; it's an excellent example of how even good books deserve ample promotion, as I think that it's a lot better than some major recent best-sellers. I was pleased to see in a bookstore recently that it's won an award.",5,"Beautiful book, needs promotion",1118188800,"06 8, 2005"
A146H6A41B26QT,0002005395,"J. Marren ""jtm497""",3,3,"This is a wonderful first novel about sound, silence, deafness, communication and love. Grania is a young girl who loses her hearing at the age of five. Her guilt-ridden mother refuses to accept that she is deaf and resists adapting to reality; only Grania's loving grandmother saves her from a life of illiteracy and loneliness. Grania is taught to read with &quot;The Sunday Book,&quot; a precious gift from her grandmother that becomes a metaphor for life's struggles and complications as Grania emerges from childhood, attends school, and meets &quot;Chim,&quot; a hearing man who loves her stillness. Just married, Grania must return home to wait while Jim goes to war as a stretcher bearer.Once again, WWI emerges as incredibly pointless and bloody, as men are thrown into the confusion of the European front. Jim experiences the war as a haze of brutal sound. He steels himself to the sight of mutilated men blown apart, but cannot stand the sight of their hands, which of course for him had become the instruments of his personal &quot;language of love&quot; with Grania. Meanwhile at home, a beloved friend from Grania's childhood who became her sister's husband returns home, mute from a horror no one can imagine. Drawing on the foundation of love from her grandmother, the deaf Grania not only coaches him back to speech but heals her sister as well. The end of the novel feels tantalizingly like only the beginning for these wonderful multi-dimensional characters.Itani is a wonderful writer, and manages to convey to those of us who hear what it's like not to be able to--she also shows what we the hearing might be missing! The background on the theories of language and teaching the deaf was fascinating, and Itani must have done some meticulous research. This is a wonderful novel well worth your time.",5,Language of Love,1081382400,"04 8, 2004"
A1127EUMCH5XNN,0002005395,J. Van Ingen,1,1,"This novel gives a wonderful, insider's view of deafness and war. Once Jim goes off to WWI, some of the chapters are told from his perspective. At first, I was disappointed by this shift, but as the war (and ultimately, the novel) drags on, I wanted to know what was happening to Jim and the boys he was working with.Itani writes wonderful, three-dimensional portraits of Grania's family, especially Mamo and Tress, Kenan, Fry, the various characters in Deserando, Jim (Grania pronounces his name as Chim), Irish (the name is ironic, considering that Grania is Irish) and even the teachers at Grania's deaf school. Though the novel drag on at moments, you will want to read it until the end.",4,Simply Delightful,1073260800,"01 5, 2004"
A3THYM7XMB8B0U,0002005395,Lola's Mom,1,2,"The first part of this novel was a superb 99 pages.  My enjoyment of these 99 pages is what makes this a three star book despite the fact I grew too bored to finish somewhere in the middle of part three.  Here is why:Part one is about a child named Grania growing up in Canada in the late 1800's.  A bout with scarlet fever at the age of 5 has rendered her permanently deaf.  Thankfully, Grania has an understanding family, especially her grandmother, and with their patience, she learns to lip read.  I know from my own experience, lip reading is not an easy task and this book shows us just how difficult it is.  Grania struggles to see words, understand words, and even feel words.  Readers will feel her frustration, her fears, and her shame at times.  When she begins school, we see how the deaf are treated by the hearing people with less than kind hearts.  The teacher does not want to take time out of her already busy day to ensure Grania understands what is going on.  The children like to laugh at her and play games that humilate her.  Most upsetting of all is the ignorant assumption that deaf means dumb.  When Grania is sent to a deaf school to learn lip reading and sign language, we see another world.  It is a world of silence, yet friendships build and minds expand.Part two is about an adult Grania who falls in love with a hearing man named Jim.  Jim is a nice fellow, but he does not hold my interest.  I found his conversations with Grania dull and their romance a bit sappy.  My mind began to wander.Part three follows Jim as he enters World War One and the fighting he experiences or sees.  This created a problem for me, as I said earlier, Jim just didn't hold my interest.Part one seemed a novel all of its own.  The style changed after that.  I realize the story is about Grania and Jim and World War One, but it just was not written the same as part one.  I encourage people searching for deaf fiction and literature to pick this one up tho.",3,"Excellent First Part, A Bit Downhill From There",1251504000,"08 29, 2009"
A19D816DMGI44L,0002005395,Lynn Adler,0,0,"Set in the early decades of the 20th century through World War I in Onatrio, Canada and France, Deafening is two stories - the coming of age of young Grania struck totally deaf by scarlet fever at the age of 5, and what's like living with deafness - the second story the experience of her husband Jim in World War II France where most don't survive the battlefield, and what it's like for Grania and the other families back home.A multilayered story filled with the harsh realities of the world of the deaf and the world of the battlefield, and the compassion,  love and strength of the human spirit to overcome.  Itani is a wonderful writer who gets inside each of these worlds and let the reader have his and her own experience. We become involved in the lives of her characters and we feel their joys and sorrows.",5,Overcoming harsh life challenges,1362873600,"03 10, 2013"
A21DAPYO04UOMY,0002005395,"Lynne ""What you see is not what you get.""",1,1,"I wanted to like this book, but I expected a lot, and found it a disappointment.  The first half about Grania's struggles with learning how to communicate and trying to fit in with her family and friends was interesting and new perspective, even though a bit slow at times and not always that compelling.  As far as the second half, I have read other books that have dealt with the horrors of WWI, and this one offered not one new perspective or new point of view or descriptions.  I didn't see how it added to the story at all, and at this point in the book I really wished I wasn't reading it, but I guess some part of me wanted to find out what happened, and I felt that the ending was a let down.  Mostly, I feel that this topic could have been really, really engrossing, new, and compelling, but the book's lackluster plot and storytelling left me flat.  I won't recommend this book.",3,A disappointment,1334966400,"04 21, 2012"
A319KYEIAZ3SON,0002005395,Mary Whipple,8,9,"In this sensitive portrayal of love and war, author Itani reveals the life of Grania O'Neill from her earliest days in Deseronto, Canada, through her marriage to Jim Lloyd, who serves in the Ambulance Corps during World War I.  Grania has been deaf since the age of five, and Itani opens her inner world to the reader, using Grania's voice to tell the story and gracefully conveying her deafness as part of her selfhood, not as a handicap.  Using short sentences of twelve to fifteen words when Grania is a young child trying to figure out her world, Itani begins the story in a simple subject-verb-object pattern, using no complicated clauses or involved syntax, which Grania herself would be incapable of using.  When Grania becomes fluent in sign language and lip-reading, the sentence structure becomes more complex.  By the time she marries Jim, a hearing man, sentences and syntax are fully developed, and Grania's ability to recognize ambiguity, to see relationships between events, and to respond fully to a hearing world are obvious in her &quot;voice.&quot;The point of view alternates between Grania and Jim, once Jim goes off to war, and important themes--war and peace, life and death, love and friendship, and strength and dependence--weave and develop throughout their contrasting worlds, Grania at home and Jim at the front in Belgium.  Itani develops these age-old themes in new ways, sensitively incorporating them with the imagery of sounds and silence, sight and shadows, action and inaction, images we have come to associate with the life Grania and Jim share.  In Jim's traumatic world, sound becomes overwhelming:  pounding guns, explosions, screams of agony from wounded soldiers.  As a result of his life with Grania, however, he is also acutely sensitive to what he sees, discovering, ironically, that it is the hands of the dead and dying that communicate most vividly because they &quot;revealed the final argument: clenched in anger, relaxed in acquiescence, seized in a posture of surprise or forgiveness.&quot;The subordinate characters further flesh out the themes.  The friendship and interdependence of Jim and Irish, his best friend parallel the love and support Grania has received from her sister, her remarkable grandmother, and her deaf friends.  Grania gains strength through them and is able to give support and strength to others when they need her, just as Jim gains strength from his relationship with Irish and continues to rescue the wounded and dying.  As the reader comes to know Grania and Jim and the love they feel for each other, Grania's silent but active world becomes more and more understandable to the reader.  Ultimately, the reader has to agree with Grania when she declares, ironically, &quot;Sound is always more important to the hearing.&quot;  Mary Whipple",4,Graceful and original treatment of man's oldest themes.,1064361600,"09 24, 2003"
A1Z1F8JP032EV2,0002005395,"Patti ""PattisPages""",1,2,"The title may be Deafening, but the book is anything but.  It's very quiet--too quiet.  As we try to inhabit the life and mind of Grania, deaf since the age of five from scarlet fever, we imagine what it would be like not to know when someone is approaching from behind, or to know when the speaker has changed in a conversation.  This book was just too slow-paced for me and the characters too one-dimensional.  Grania and her hearing husband Jim seem to be without fault.  More complex is Grania's sister Tress, who struggles with her emotions when her husband comes back from WWI disfigured and dysfunctional.  Another interesting character is their mother, who postpones sending Grania to a school for the deaf as long as possible, while she battles her guilt over Grania's hearing loss and seeks a cure via specialists and spiritual quests.  However, the author doesn't fully explore the inner conflicts of Tress or her mother, and we are left with a love story between two very nice people.  Jim's story is more disturbing than Grania's, actually, as he becomes a stretcher bearer during the war and sees both friends and patients blown up inches away from him on a regular basis.  His sections of the book are very moving reminders that the lives lost in wars are not just statistics.  The most moving and ironic incident is Jim's wordless interaction with a German counterpart as they both struggle to rescue their wounded on the battlefield.",3,deadening pace,1296000000,"01 26, 2011"
A2ODBHT4URXVXQ,0002005395,"Peggy Vincent ""author and reader""",11,11,"This is my surprise book of the year. It was a gift, and I didn't quite know what to expect, but it's turned into a real winner.Spanning the years from 1902 till the end of WWI, we follow the life of Grania, a child/woman who became deaf following scarlet fever. From a loving middle-class family, she went to a boarding school for hundreds and hundreds of deaf children, grew into a self-sufficient young woman, became a nurse, and married a hearing man, Jim. He went off to war, as did her childhood friend and brother-in-law, Kenan. Improbably for that Great War, both men returned - but in very different conditions.Divided into several parts, the early chapters are Grania's education, learning to live as a deaf person in the world of the hearing. The next part is Jim's story of his war experience.Then comes Grania's ultimately successful efforts to return the power of speech to her mute and traumatized childhood friend. And finally the resolution of all the stories.This book grows on you. One of the boldest risks author Itani took was to try (successfully) to convey Grania's silent world to readers, and to imitate the understanding of sign language as well as lip reading for those of us unfamiliar with the Deaf World.It's a stunning and powerful book, showing the power of Story to convey love, union, and understanding - and ultimately, joy.",5,A tour-de-force.,1061942400,"08 27, 2003"
APWVLQA5ZTHU9,0002005395,Reading Robot,0,0,"I really enjoyed &#34;The Deafening.&#34;  I read it after reading another book by Itani which I really enjoyed.  Like most Americans I don't know as much about Canada as I should.  The novel grabbed my attention at the beginning and held it to the end.  It also made me feel so lucky that I have my hearing.  The scenes of the hardships of the men fighting WW1 were difficult to read, but that is war and I think it is something we all should think about.",4,The Things I Learned about the education of the deaf,1395273600,"03 20, 2014"
AUX9KZUUB3YCE,0002005395,R. Nicholson,9,9,"A great novel!This  book, by Francis Itani, revolves around the world of a girl/woman who as acquired deafness through childhood illness. The setting is initially in Ontario, Canada in the late 1800's and then eventually alternating between Ontario and the European theater of World War I.I must admit I had some difficultly getting into this work, but I persevered and I'm glad I did, because this book is truly a magnificent read. Once committed, I could barely stand to put the book down.As with all great books, what makes this book special, is the quality of the writing.  The prose just seemed to flow effortlessly off the pages as time melted away. You learn things about deafness, quietness and darkness that you never really noticed before;  you begin to appreciate what people without hearing have to endure to get through an hour, a day or a lifetime. There were a couple of occasions in this book where I was taken aback with a new revelation regarding deafness; where I would just let this book slip to my lap and think about what I'd just read.There are parts in this book that are not for the faint of heart; some of the description of the trench warfare in France and Belgium are very graphic and disturbing. (but, most likely, accurate)All in all, a story that is quietly beautiful and at the same time beautifully sad. Really, one of my favorite books. If I had to compare it to another book for quality, beauty and heartrending appeal, then I'd pick Charles Frazier's "" Cold Mountain"". Both books have that intangible timeless aura to them that separate them from their peers.Highly recommended!",5,"""Deafening""... A masterpiece!",1124150400,"08 16, 2005"
A8IPQ1Q1O7YX5,0002005395,"Roger Brunyate ""reader/writer/musician""",3,4,"Canadian author Frances Itani had a promising idea to write about the education and early life of a girl struck deaf in infancy, as her own grandmother was at the turn of the last century. And it was an intriguing one to contrast her silent world with the cacophony of the western front in World War I. The novel that results contains interesting characters and effective passages, but it is too diffuse to really work.Grania O'Neill -- the name is an anglicization of the Irish for ""love"" -- loses her hearing at the age of five as a result of scarlet fever. She wakens to a world shaped and contained by words, but where language is deceptive and words have to be agonizingly relearned. She has an ally in her grandmother Mamo; the relationship between the two is the most lovely thing in the book. But I found the early chapters repetitive and could never enter fully into Grania's world. I was more interested in the relatively brief section dealing with her time at a special boarding school and the battle between the two theories of education for the deaf: sign language and the oral method.As a young adult, Grania falls in love and marries. But it is 1915, and her husband Jim goes off to war as a medical orderly. The unusual perspective makes some of the war writing quite powerful, occasionally approaching the intensity of classics such as Sebastian Faulks'BIRDSONG. And the scenes back in Canada show something even less often written about, a picture of wartime life on the home front. But the fact remains that there is an ocean between Grania and Jim, and their parallel stories barely connect. Still, a few touching episodes do manage to bridge the gap, as when one of their friends returns wounded and mute, and Grania teaches him once more to talk.This is a book that needed to dwell in language and sound, and above all in silence. It calls for an almost abstract style that can handle ideas and sensations rather than events -- poetry rather than prose. The steady narrative that Itani offers contains much that will interest and even move its readers, but for this reader at least the most exciting promises are lost.",3,Sign Language,1221264000,"09 13, 2008"
A24ARUJSSNLPNA,0002005395,"Ronald M. Mazak ""Amazing Mazak""",4,5,"It is only March and I have already voted this book for my Book of the Year Award, which I normally select toward the end of the year.  This book was beautifully written.  You could see the human emotions coming through the characters and it made me want to keep turning the pages to see what was going to happen.  You feel both sorrow and joy in the characters.  Frances Itani knows the human heart and displays it so well on paper.  Great job!  I am going to make this book a part of my permanent library.",5,Mazak Book of the Year!,1141689600,"03 7, 2006"
A1E9EO9J610Y5B,0002005395,"S. cohn ""bookie""",0,3,good book club . lots of similar experiences between blind wife and soldier husband.,4,deafening,1155859200,"08 18, 2006"
AJDYDG7YZY9QL,0002005395,Stephen A. Haines,8,8,"The true test of an author is the ability to portray the mind of someone else.  Recently, that ability has been stretched by writers who describe the ""abnormal"".  The young, autistic Christopher in ""Curious Incident"" is the prime example.  Frances Itani takes us into a different world, that of the deaf.  It's a world of endless confusion.  There are sounds, so easy to the hearing, but meaningless to the deaf.  We think speech is the only important sound, but talk is hurried, undirected, and indistinct.  Nature produces her own sounds which we use in speech, but for which there's no meaning to the deaf.  Through Grania O'Brien's early life, Itani strives to introduce us to that world.  Does she succeed?Grania, who would have been ""Grainne"" in her ancestral Ireland, lives in small-town Ontario as the story opens.  Deafened by scarlet fever [remember that?], she's coached by Mamo, her grandmother.  Blessed with a quick eye for lip-reading, Grania is given a book with words displayed as rope.  The rope, of course, becomes highly symbolic as the book progresses, but Grania begins to equate the shapes with meaning.  Mamo strains to have the girl equate printed words with proper sounds.  It's important that Grania ""blend in"" with the rest of the community.  With her parents running a hotel, Grania's only other tie is with her sister Tress, with whom she develops a secret sign language.All of Mamo's dedicated effort, nor trips to sacred shrines, can't force the pace.  Grania is to leave home for a ""Deaf School"".  Itani portrays the school as staffed with immensely caring ladies.  No Dickens intrudes with harsh discipline or abuse, but the school draws children from across the Province.  All the children remain in school until the summer holidays.  Sign language is discouraged for those who can speak - dividing the children, some of whom are mute.  Itani passes rapidly over Grania's progress in the school.  The deaf girl, however, manages to shed some of her fear of the dark - a long-held terror.Meeting a young aide in a hospital after leaving the school, Grania's life takes a new turn.  The courtship is but a moment in the story - the wedding description not even related until much later in the book.  Instead, the Kaiser rudely intrudes on their lives with the invasion of Belgium.  Itani carefully rejects any political discussion in the narrative.  King and Country [Britain, not Canada] are under threat and Jim must sign up.  There's no family discussion, no question of how Irish immigrants in a far land should react - Jim crosses the Atlantic.  There's a training stint, then Jim finds himself in the thick of battle.  When time and circumstances permit, letters are scribbled in muddy trenches.  Sometimes Grania's reach Jim, but delays in the exchanges make communication a flimsy thread.Itani makes a splendid effort to depict the impact of the Great War.  Confronted as we are today by daily images of conflict, Itani still manages to impart a special sense of horror at events.  The years pass with Jim, a stretcher-bearer, braving the bombardments and fusillades of machine-gun fire, without being able to fight back.  He carries wounded, tends their injuries, dodges fire and grows increasingly introspective.  Never once, does he question the worth of the conflict.  At home in Desoronto, Grania watches the causality lists, the statistics of insanity, lengthen while she worries.  Soldier's wives need more visibility and Itani's effort is commendable.This book cries out for a sequel.  Grania's life hardly ends with the Armistice.  With the end of the War, her deafness remains, the family is almost intact and a future must unroll.  Itani has built a unique scenario with skillful prose.  You will not find it easy to put this book down as you read.  However, when you do finish, you will find the conclusion abrupt.  Nothing is lost by that finale, but there might be much gained by going on.  [stephen a. haines - Ottawa, Canada]",4,The darkness of deafness,1100649600,"11 17, 2004"
A34LMAA7JOBJSZ,0002005425,,11,15,"This is a startlingly beautiful novel, even better than the author's previous work, The Bitter Taste of Time.  The present work is a love story of innocence and purity battling family and societal traditions, written with the plot structure and emotional denouement of an opera.  The setting is the Latin lushness of both the Old World and the New, Seville and the Yucatan, described in living prose suffused with azafran and agave.  It is a tale of aesthetes written by an aesthete.  The real genius in the writing is how so many threads of art, science, and history, including opera, ornithology, cartography, revolution, and even astronomy, are woven together into such a compact but rich backdrop which serves to enhance the beauty of the central love story.  The only thing wrong with this book, indicated by the title of this review, is that it's not published in the United States.  I got my copy during a recent stay in Toronto.  (I also tried to bring back a national health care system, with less success.)  Feel fortunate to be able to get your hands on this book, especially in its handsome first edition.  It's a masterpiece.",5,"oh, you lucky canadians",1113696000,"04 17, 2005"
A6WBLV7ULYVNS,0002005468,,0,0,"As the title implies, Innocence is about three young women in London, learning about themselves as leave home for the first time and attend acting school.  Fourteen years later, as Evie faces a turning point in her life in her adult life, she flashbacks to the days of ""innocence"" that lead her to where she is today.When she is on the mark, Kathleen Tessaro writes prose you want to roll your tongue around and savour like fine wine.  It is dense, delectable and begging to be spoken aloud - ""In summer, the fig tree drops its heavy fruit to form a thick, gooey compote on the pavement below...""  Her gift is for descriptions that draw you in, setting the mood for her characters, ""It's like a house in a Victorian play; overflowing with life, busy with knowledge and experience.  Even the dogs lolling about on the oriental carpet are engaged in battles of good versus evil.""I thoroughly enjoyed her debut novel Elegance, but in my mind her sophomore effort, Innocence, is the more fulfilling read.  This is most likely due to Evie who, from her impassioned defence of love at eighteen to her contemplation of her co-worker (""Each week, I marvel in fascination at the fragments of R. Fitzroy's life as they unfold before me""),  reminds me of myself.  Evie's confusion as she stands at the crossroads, unable to make a choice in any direction can find resonance for all of us.",5,A must read for anyone who has ever gone chasing a dream,1117411200,"05 30, 2005"
A1JG5K4OEG5P48,0002005549,,0,0,"Crichtons, style seems to take a great deal of time to do anything. The first half is so slow I almost but it down. I do like most of his work so I plugged on until it got interesting. Nice work using cutting edge tech. in the book and taking it down a very dark road.",3,Man it starts off like glue on a cold day......slow,1045008000,"02 12, 2003"
AKJIL9ZLVR9UH,0002005549,,0,0,"J'ai bien aim&eacute; le dernier livre de Crichton. Je l'ai d&eacute;vor&eacute; en quelques jours. Bien que la construction du r&eacute;cit s'apparente &agrave; Jurassic Park, l'histoire est passablement diff&eacute;rente et toujours aussi d'actualit&eacute;. Mme si le roman, &agrave; mon avis, n'est pas aussi bon que Timeline, les possibilit&eacute;s et les questions soulev&eacute;es par Crichton demeurent franchement terrifiantes.Prey c'est l'histoire d'un ing&eacute;nieur en logiciels, Jack Forman sp&eacute;cialis&eacute; dans le d&eacute;veloppement de syst&egrave;mes autonomes en AI bas&eacute;s sur des comportements animals (swarm programming). Jack se retrouve sans travail et prend le rle du p&egrave;re au foyer jusqu'&agrave; ce que la compagnie de sa femme &eacute;prouve des probl&egrave;mes avec les logiciels qu'il a conus. Xymos technologie est sp&eacute;cialis&eacute; dans le d&eacute;veloppement de nano technologies utilis&eacute;es &agrave; des fins m&eacute;dicales. Il s'en suit une spirale d'&eacute;v&egrave;nements qui va amener Jack &agrave; travailler pour Xymos et tenter de r&eacute;gler leur ""probl&egrave;me"".Je ne donnerai pas plus de d&eacute;tails sur le r&eacute;cit puisque je ne voudrais pas vous enlever le plaisir de le lire vous-mme. La facilit&eacute; que Crichton a de jongler avec les concepts technologiques complexes pour pondre une histoire est fascinante. Encore une fois sont travail est tr&egrave;s bien document&eacute; et se situe clairement dans le domaine du possible. Pas le meilleur Crichton, mais une tr&egrave;s bonne lecture si les nano-technologies et le d&eacute;veloppement logiciel vous int&eacute;resse.",4,Des possibilit&eacute;s terrifiantes.,1048636800,"03 26, 2003"
A4IEPL1SJO86H,0002005549,,0,0,This book talked about some neat stuff about programming. I'm a Computer Engineering Student.. and it was all very interesting.I couldn't put this book down .. read it straight through.,4,I liked it,1041552000,"01 3, 2003"
A3LW2B9LPTECV8,0002005549,,0,0,"This book was a great read, fast paced and interesting. I've come to love Michael Crichton's books and this one it a keeper. Filled with action, awe-inspiring technology and suspense, this was an very interesting read.  I did however, find that it didn't carry the weight that TIMELINE did, seemed to be &quot;too fast&quot; in some sections, and the technology explanation was a bit rushed not as detailed as TIMELINE or SPHERE. But over all, the book was awesome (AAA)! Buy it!",4,Another A+ book from Michael Chrichton...,1042329600,"01 12, 2003"
ARFYPWMFBIDNX,0002005549,,0,0,"Why dont most people like sci-Fi novels? especially Greg Bear and Arthur.C.Clarke, because they concentrate more on science rather than entertainment. Michael Crichton is the only author who is not handicapped by this habit. One thing that is really good about crichton's novels is that you will never keep the book down in the middle. This time too, MC has not let us down. The book guarantees 100% entertainment. For those who fel that reading novels is a waste of time. I would advice you to read any MCs books as you will learn a lot about the subject than by reading a couple of scientific journals. &quot;Prey&quot; concentrates on AI, genetics and Nanotechnology. After 1/3rd of the novel, the pace picks up a speed that you would never have imagined. This is definitely not one of MC's best novels, but definitely he gives you more than you would have expected from the book. My advice is, get the hard back and have a nice time.",5,Long time since you read a breathtaking novel? Read this.,1039305600,"12 8, 2002"
A2E276PCKXE89W,0002005549,,0,1,"Although I have seen many Michael Crichton movies and loved the series ER this is the first book of his I have read.  There was LOTS of action.  Lots of details.  Some of the information was too detailed for me.  Nevertheless, it was interesting.  I could see this as a movie or made-for-TV movie.  All in All it was OK.",5,prey,1322438400,"11 28, 2011"
A3RPWUX41CMFTD,0002005573,,16,17,"Several times I thought about giving up on Bedlam by Greg Hollingshead (on page 58, on page 176 and so on). What keep me reading was that I wondered whether I would have escaped being thrown in a mad house if I had lived in London at the turn of the nineteenth century, as had Jamie Matthews.I see now that it was the enigmatic and slightly confusing tale of Jamie's possibly wrongful confinement of over 20 years in Bethlem Hospital for the insane that kept me reading. If I could have come to the conclusion that he was insane and that this story was simply a dreary tale of his mistreatment, I perhaps would have put the book down. If I could have surmised that he was in fact confined because he came up on the wrong side of a political situation, I also perhaps would have put the book down. What kept me reading was the fact that I couldn't make up my mind even to the very end.The true genius of Hollingshead's book lies in the depth and complexity of the two main characters, Jamie Matthews and the John Haslam (Bethlem's apothecary), drawing you from one side to the other. Sometimes Jamie's ravings have just enough sense to make you believe his sanity, then something about them pushes it just past normal and you can see why he is committed. Likewise, John Haslam's treatment of the patients at Bethlem seems as times a life of dedication to serving the unfortunate in the best way he knows how, and at others times it is a self-serving project to further his own notoriety. In both cases, for both characters the answer is that it is all true. Rarely has there been such a wonderful portrayal of contradictions of the human condition.On page 436, the words of Jamie's devote wife Margaret sum up this portrayal of mental illness with a truth that persists to this day:""Perhaps in an imperfect world you don't find intelligence at its keenest pitch without some touch of [madness]. Perhaps there needs a certain pressure, heating the thoughts until they glow, and glowing ignite yours and by that sympathy show you more than you could ever see on your own, but then the brilliance grows too hot, fever sets in, and all common sense is lost, and that connexion is betrayed.""I would recommend this book to everyone, only don't complain to me as you slog through it. Wait and patiently persist and it you will discover it's true brilliance.",4,"If I were ""mad"" in 1798...",1101340800,"11 25, 2004"
A2LEA9W0ZVW5C4,0002005581,,1,1,"Translated seamlessly from the Dutch, this domestic thriller takes place in Amsterdam and its environs.Thirty-something Armin is the widowed father of a teenaged son named Bo.  Armin and his new girlfriend want to start a family when he discovers he's sterile and always has been.  Since Bo's mother, Monika has been dead for over 10 years, Armin's forced to play detective. His anguish and desperation are palpable as he goes through the list of ""suspects"".  He's forced to re-examine his imperfect past and his role as a father while searching for clues to the identity of his son's biological father.Flashbacks of Bo's motherless childhood, Armin's grief and struggle as a single father are honest and heartbreaking.  The ending is startling.  A Father's Affair has it all . . . sex, humour and betrayal.Touted as an international bestseller, it's surprising Van Loon's suspenseful novel hasn't received more attention in North America.",4,Smart domestic thriller,1066435200,"10 18, 2003"
A3B2JI5L3CWZB3,0002005689,,4,4,"David Bezmozgis astutely describes the immigrant experience in this book of short stories linked through the same characters.The author's personal experiences, which parallel those of his characters, enable him to descriptively write scenes which come alive and appear real. As a Toronto secondary school teacher who has worked with Russian immigrant students, I recognize realistic scenarios in his stories and feel he has accurately portrayed the lives of these immigrants.A thoroughly enjoyable read!",5,A true depiction of the immigrant experience,1102204800,"12 5, 2004"
A1OM1ORZYCZ8VY,000200576X,"Friederike Knabe ""Books are funny little port...",3,3,"George Orwell's 1933Down and Out in Paris and London, comes to mind when reading Lauren B. Davis's thought-provoking novel. Orwell, having lived among the downtrodden, intimately portrayed poverty, misery and despondency in the first decades of the twentieth century. Davis sets her story against the backdrop of a contemporary version of Paris' underbelly. Far away from the tourist sites and the city's glamour, her characters are refugees, immigrants and survivors of violence and war, seeking forgetting, physical and emotional healing or redemption in the anonymity of the ""radiant city"".The novel centres around war correspondent Matthew Bowles, who, having witnessed most of the world's recent wars and civil conflicts, is struggling with accumulative post-traumatic stress.  He is ""hiding"" in a tiny attic flat in the 8th arrondissement, attempting to write his memoirs, courtesy of a solid book advance. Sometimes, images of recent trauma are so immediate and overpowering that he has to escape into drink and the haze of sleeping pills. He runs into a former colleague, Jack Saddler, Vietnam vet, ex mercenary and now photographer, who has his own demons to fight.  The shady bar scene, the dark corners and alleyways of the city's immigrant quarters bring as much temptation as danger to body and soul of the vulnerable. Matthew is drifting into a downward spiral of mental fog and easy violence.  Will he be able to save himself?A kind of counterbalance to these ""walking wounded"" is Saida Ferhat, who runs the Lebanese cafe across the square from Matthew's place.  She exudes calm and competence on the outside, yet under the surface she also has to struggle with her own traumas and memories.  Increasingly, she is also deeply worried about her sixteen-year old, impressible son Joseph.  She hopes and prays that Matthew and his friends can influence the boy away from the gangs and dangers in the neighbourhood...Davis's novel depicts a colourful cast of characters: each is trying to deal with life and the obstacles, real or imagined, that stand in the way.  She astutely captures the vulnerabilities and the dramatically and constantly changing moods of her primary protagonists. In small doses, the back story to each of them comes to light, allowing for a fuller understanding of their current conditions.  Her straight forward and precise descriptions and her detached tone, even when recounting highly disturbing incidents, create, in this reader's view at least, a sense of distance and detachment from the characters.  We can observe without much engagement. Matthew and to a lesser degree Saida, are the only characters allowing the reader some insights into their inner self, their emotional turmoil and struggle to cope and to attempt recovery.Paris is an exciting and vividly evoked setting, the author's intimate knowledge of the city is evident.  Having lived in Paris for some ten years, she leads the way through back streets and alleyways just as confidently as she depicts the steamy and lewd nightlife in the Bois de Boulogne.  At times, however, the elaborate details are in danger of moving the reader away from the essence of the story. [Friederike Knabe]",4,Down and Out in Paris,1278806400,"07 11, 2010"
